id,brand,title,description,price,cluster_id,pricecurrency,page_url
3801,,"Elixir 16002 Acoustic Strings Phosphor Bronze Nanoweb Coating, 6-String, Extra Light","Elixir® Strings Acoustic Phosphor Bronze with NANOWEB® Coating deliver distinctive phosphor bronze warmth and sparkle together with extended tone life.#1 acoustic guitar string*Only coated string brand to protect the entire string with an ultra-thin coating, keeping gunk out of the gaps between the windingsExtended Tone Life – players report their tone lasts longer than any other string, uncoated or coatedConsistent performance and tone – ready to play whenever you areSmooth feel that is easy on your fingers and enhances playabilityReduces finger squeak – good for both performance and recordingAnti-Rust Plated Plain Steel Strings resist tone-deadening corrosion, ensuring a longer life for entire setWith less hassle and expense of frequent string changes, spend more time making music",14.99,2432,,
3802,,180cm Multi Level Cat Scratching Post - Grey,"Cat Tree 180cm GreyYour ever active cat needs a place to let it be itself. And the Cat Scratch Tree is just the perfect thing to cater to your feline friend's natural instincts.Designed to be a condo that exudes a sense of security, the 1.8m Scratch Tree features cubby holes and platforms of various heights to allow your pet to jump, hop, skip, scratch, rest and nap to its heart's content. And as for its claws maintenance, the fully wrapped 7cm thick sisal covered poles are ideal for your pet to practice her daily regime of keeping its claws in good shape. Besides, it also helps to keep your pet off your expensive furniture too.Made from E1 standard board and natural sisal, the entire unit is both pet and eco-friendly with durable and long lasting qualities. Best of all, the Scratch Tree is upholstered with a plush velvety surface for extra comfort and style.Your feline companion may have nine lives, but it should also be able to live to its fullest measure time and again. Features* 180cm tall cat tree* Fully-wrapped sisal post* Plush covering* 7cm extra thick solid post* Eco-friendly sisal* E1 standard boardSpecifications* Material: E1 standard board* Sisal: Non-toxic* Post diameter: 7cm* Colour: Grey* Overall dimensions: 55 x 60 x 180cmPackage Contents1 x Cat Tree1 x Assembly Kit1 x Assembly Manual",259.0,2432,,
3803,,Blackmagic Design ATEM 2 M/E Production Studio 4K,"ATEM 2 M/E Production Studio 4KWorld’s most advanced live production switcher with 20 6G-SDI inputs, DVE, SuperSource and much more!","4 185,43 €",2432,,
3804,,Johhnie Walker Black Label viski 70 cl,,252.5000,2432,,
3805,,"SEIKO PROSPEX \""Save The Ocean\"" Solar Tuna Diver's 200M SNE518P1",,345.00,2432,,
3806,,Shimano PD-M820 Clipless Pedal,"FEATURESMore stability in combination with AM shoesWider contact areaLower stack height and less chance of hitting the obstaclesThinner pedal bodyBetter grip when not stepped-in4 adjustable pins height on each platform2.5mm, 1.85mm or no pinsTarget weight : 568g (target weight)",199.99,2432,,
3807,,AMD RYZEN 7 1700X Eight-Core Processor,,$‎367.95,416206,,
3808,,Skout's Honor Probiotic Conditioner Lavender 16oz,"Skout's Honor Probiotic Conditioner Lavender 16ozHydrates coatInfused with live, colony-forming probiotic kefir cultureSuitable for all types and conditionsHelps with excessive shedding, itching, dry",2.499E1,1550079,,
3809,,Kingston 16GB DDR4 2666MHz HyperX Impact Black SODIMM,"DDR4, 16GB, 2666MHz, CL15",31290,1383217,,
3810,,Cisco Catalyst 4500-X - switch - 16 ports - rack-mountable,"Cisco Catalyst 4500-X series switch is a fixed aggregation switch that delivers excellent scalability, simplified network virtualization, and integrated network services for space-constrained environments in campus networks. It meets business growth objectives with unprecedented scalability, simplifies network virtualization with support for one-to-many and many-to-one virtual networks, and enables emerging applications by integrating many network services.Cisco Catalyst 4500-X series provides scalable, fixed-campus aggregation solutions in space-constrained environments. The solution provides flexibility to build desired port density through two versions of base switches along with optional uplink module. The Small Form-Factor Pluggable Plus (SFP+) interface supports both 10 Gigabit Ethernet and 1 Gigabit Ethernet ports, allowing customers to use their investment in 1 Gigabit Ethernet SFP and upgrade to 10 Gigabit Ethernet when business demands change, without having to do a comprehensive upgrade of the exi",19729.99,21798000,,
3811,,APC Smart-UPS Battery Systems,APC Smart-UPS SRT 192V 8kVA and 10kVA Battery Pack,15990.00,996820,,
3812,,Cooler Master MasterLiquid 240 Cooler,"FEATURES Innovation - It's Our Thing: Cooler Master controls quality and builds on decades of innovation with 100% in-house design and manufacturing. Low-Profile Dual Chamber: Its fiber-reinforced polymer (FRP) construction resists a broad range of chemicals and is unaffected by moisture or immersion in water. Our pump is light and impervious to oxidation and corrosion. Liquid and Air: One of the greatest advantages of liquid cooling is silence. The sturdy build of MasterLiquid coolers mean less noise and vibration, making our AIOs some of the quietest in-class. 6-30 dBA, Master Liquid40 dBA, Library50 dBA, Wind, Turbine60 dBA, Living Room70 dBA, Office100 dBA, Stereo Music Getting the Heat Outside: The MasterFan Air Balance blades push air farther out of the case and are quieter than high static pressure fans. And they'll last just as long as your liquid cooler. Easy Installation: Many of Cooler Master's products are known for their easy installation. To fit our MasterLiquid lineup to the motherboard and install fans, all you need to bring are your two hands and a screwdriver. Introducing the MasterLiquid 240, DUAL MASTERFAN: AIR BALANCE: Perfect balance of flow and pressure to exhaust air through radiator fin. LOW-PROFILE DUAL CHAMBER: FRP construction is strong yet lightweight.TUBE SLEEVES: All the benefits of FEP tubing in a slick cover.FEP TUBING: Less absorption and longer life than rubber. Industrial-grade sealant.PRODUCT SPECIFICATIONS Product Name: MasterLiquid 240 Model Number: MLX-D24M-A20PW-R1 CPU Socket: Intel® LGA 2066 / 2011-v3 / 2011 / 1366 / 1151 / 1150 / 1156 / 1155 / 775 socket, AMD® AM4 / AM3 / AM3 / AM2 / AM2 / FM2 / FM2 / FM1 socket Radiator Material: Aluminum Radiator Dimension: 277 x 119.6 x 27 mm, (10.9 x 4.71 x 1.06″)Fan Dimension: 120 x 120 x 25 mm (4.7 x 4.7 x 1″) Speed: 650 ~ 2000 RPM (PWM) ± 10% Airflow: 66.7 CFM (Max) Air Pressure: 2.34 mmH2O ± 10% (Max) Noise Level: 6 - 30 dBA MTTF: 160,000 hours L-10 Life: 22,800 hours Rated Voltage: 12 VDC Number of fan: 2Pump Dimension: 85.6 x 70 x 49 mm, (3.37 x 2.76 x 1.93″) Noise Level: 15 dBA (max) MTTF: 70,000 hours L-10 Life: 20,000 hours Rated Voltage: 12 VDC Warranty: 2 Years",6700.00,348613,,
3813,,PHILIPS Trubice 21W/840 MASTER HE TL5,,,492057,,
3814,New Era,New Era NBA Washington Wizards The League 9FORTY - Navy,Show your team support with the New Era NBA Washington Wizards The League 9FORTY cap with the official team logo embroidered to the front of the cap.,10,2301394,,
3815,,XBOX ONE Controller Wireless Red,,55.42,454537,,
3816,,Skouts ProBIOTIC .Condition.Lavender 16oz,,26.99,1550079,,
3817,,"Jr. Veined Double Header 12\"" - Black",Warmed up for a classic Double header. 12-inch Jr. Double Header Dong has a phallic head on each end veined shaft for stimulating double penetration. The dong is flexible for individuals and just the right length to share with a partner.,22.20,271828,,
3818,,Everyday Backpack 20L Zip v2 asch,,199.00,3759136,,
3819,Epson,EPSON 502 Binoculars MAGENTA INK CART,,6.30,2242313,,
3820,,Jabra Biz 2300 USB UC Duo Headset 2399-829-109,"Stereo headset for contact centres, USB cable for use with UC (Unified Communications) softphones, Supports all leading UC applications and softphones including Windows and Mac...",103.80,666306,,
3821,PNY Technology,SSD PNYCS900 120GB/2.5IN SATA III 6GB/S,Form Factor 2.5 inchCapacitate 120 GBInterfata SATA IIIRata de transfer la citire (MB/s) 515Rata de transfer la scriere (MB/s) 490Rata de transfer SATA (MB/s) 515Altele MTBF: 2 milioane oreDimensiuni (W x D x H mm) 100 x 70 x 7Greutate (g): 45Tip Memorie TLC,123.91,1429686,,
3822,,JBL Flip 4 Waterproof Portable Bluetooth Speaker - Blue,,,1926272,,
3823,,Kingston 16GB Micro SD Canvas Select 80MB/S,Kingston 16GB Micro SD Canvas Select 80MB/S,"R 139,99 incl tax",1689729,,
3824,,Tissot Tradition Perpetual Calendar Men's Watch,"Men's T-Classic Tradition Perpetual Calendar WatchThe Tissot Tradition family gives ultra-modern watchmaking a justified hint of nostalgia, giving today’s technology a vintage-style design signature. High-tech operation is perfectly balanced with classical details and subtle vintage-look finishes. These are complemented by design elements such as guilloche decoration and a gently curved case. The Tissot Tradition promises wearers endless hours of precision with sustainable good looks.REFERENCET063.637.16.057.00BRANDTissotCOLLECTIONT-ClassicMOVEMENTQuartzGENDERMenGUARANTEE2 yearsWATER RESISTANCE30 metersCASE SIZE42mmCASE THICKNESS11.07mmCASE COLOURStainless SteelDIAL COLOURBlackBUCKLEButterfly ClaspSTRAP TYPELeatherCRYSTAL DETAILDomed scratch-resistant sapphire crystal",2.68E3,46388444,,
3825,Logitech,Logitech H390 USB Wired Headset,"This is a Wired Headset System RequirementsPCWindows 2000, Windows XP, Windows Vista, Windows 7USB portMacMac OS X (10.2.8 or later)USB portWarranty Information2-year manufacturer's guarantee Package ContentsLogitech USB Headset H390Quick-Start GuidePart NumberPN 981-000406Technical SpecificationsFrequency response: Headset: 20 Hz?20 kHz Microphone: 100 Hz?10 kHzInput sensitivity: -62 dBV/µbar, -42 dBV/Pa +/- 3 dBCable length: 2.4 m (8 feet)Connections: USB compatible (1.1 and 2.0)",54.87,149318,,
3826,APC,APC by Schneider Electric Smart-UPS 2200VA LCD RM 2U 230V with Network Card **,2U Rack-mountable - 3 Hour Recharge - 230 V AC Output,2416.47,15854,,
3827,,Focusrite Clarett 2 PRE USB Audio Interface,"The Focusrite Clarett 2 Pre USB is a high-performance USB audio interface. Featuring 10-in's and 4-out's, the Clarett delivers vanishingly low noise and distortion, as well as the included \""Air\"" effect. Modeling the sounds of the companies acclaimed ISA transformer-based preamps. Above all, the Focusrite Clarett is the easiest way to get professional sounding recordings.",645.00,3064906,,
3828,,MASTER TL5 HO 39W 840 G5,,2.84,3613441,,
3829,,New Era Curved Brim 9FORTY The League New York Giants NFL Blue Adjustable Cap,"New Era Curved Brim 9FORTY The League New York Giants NFL Blue Adjustable Cap, Brand: New Era, Color: Blue, Shape: Curved Brim, For: Adult, Closure: Adjustable, Design: Unisex",37.95,79634942,,
3830,,Cool Gel Memory Foam Mattress - Double,"Giselle Bedding Cool Gel Memory Foam Mattress Double SizeSleep gets even better with the Giselle Bedding Memory Foam Mattress. This is not your ordinary memory foam mattress. It incorporates an innovative multi-layer technology that utilises three different foam layers – cool gel memory foam, egg-shaped foam and high-density foam. The result is a mattress that delivers contouring pressure relief, a cooling bounce with adequate air flow, and strength and durability to support sleepers of all shapes and sizes with zero partner disturbance. On top of these benefits, you still get to enjoy a memory foam mattress that is known for its exceptional qualities such as a Belgium knitted fabric cover that is removable, anti-slip base, anti-bacteria, dust-mite resistant and hypo-allergenic.Features* Giselle Bedding - Belle Series* Premium knitted fabric* Multi-layer foam structure* Top layer: Certi PUR-US certified cool gel memory foam* Middle layer: egg shaped foam* Bottom layer: high density supportive foam* Washable removable zipped cover* Anti-slip base* Excellent support and sublime comfort* Hypo-allergenic and dust mite resistant* Zero partner disturbance* Temperature regulationSpecifications* Size: Double* Dimensions: 137cm x 189cm x 25cm* Firmness: Medium Firm* Vacuum packaging: Item will expand to its normal shape within one day after unpacking.Package Content1 x Memory foam mattress 1 x Plastic bag opener",419.0,1015607,,
3831,,CANON Cartouche d'encre PG560XL Noir,Imprimante compatible :CANON PIXMA TS5350CANON PIXMA TS5351CANON PIXMA TS5352,35.09,774058,,
3832,Canon,Canon Canon EF-S 35mm f/2.8 Macro IS STM,This item may qualify for an Instant Rebate. Any current manufacturer rebate will be refunded to your card after purchase. Please email shop@lookingglassphoto.com if you have any questions.,349.99,1941335,,
3833,,Corsair 32GB (2-KIT) DDR4 3200MHz Vengeance LPX,Corsair 32GB (2-KIT) DDR4 3200MHz Vengeance LPX,1996.00,505112,,
3834,,Kaweco SKYLINE SPORT Fountain Pen Mint,"The Kaweco Sport closely follows theoriginal 1935 Kaweco octogonal designCompact size feels just right in your hand, 4.1\"" long (105mm) closed, 5.1\"" long (130mm) open, and slightly over 1/2\"" in diameter (14mm)The pen features a screw-on cap for extra security, a stainlesssteel nib, and a metal Kaweco logo on the cap tipPresented in Kaweco paper gift box and utilizes the standard international size mini ink cartridge - already includedin the pen (Blue)Made in Germany",19.9,2720095,,
3835,,Johnnie Walker Blue Label Blended Scotch Whiskey 750mL,"Johnnie Walker Blue Label Blended Scotch Whiskey 750mL WH97 Points-Whisky Advocate, WE93-Wine EnthusiastJohnnie Walker Blue Label is an unrivaled masterpiece. It is an exquisite blend made from some of Scotland's rarest and most exceptional Scotch Whiskies. Only one in every ten thousand casks has the elusive quality, character and flavor to deliver the remarkable signature taste of Johnnie Walker Blue Label. San Francisco World Spirits Competition Double Gold Medal Winner. This rare blend offers notes of sweet honey and rich hazelnut with an incredibly long, soft smoke finish.Distiller NotesJohnnie Walker Blue Label is an unrivaled masterpiece – an exquisite combination of Scotland’s rarest and most exceptional whiskies. Only one in every ten thousand casks has the elusive quality, character and flavor to deliver the remarkable signature taste. An extraordinary whisky for extraordinary occasions.Take in the wonderfully mellow, rounded nose – replete with dry smokiness artfully mixed with the sweetness of raisins. Serving a velvety combination of vanilla, honey and rose petals – before broadening out to include a zesty orange flavor with notes of hazelnut, sherry and dark chocolate. Signing off with a rich and luxuriously long finish, which showcases Johnnie Walker's trademark smokiness in the most sophisticated way.Proof: 80Critical AcclaimWH97Whisky AdvocateMagnificently powerful and intense. Caramels, dried peats, elegant cigar smoke, seeds scraped from vanilla beans, brand new pencils, peppercorn, coriander seeds, and star anise make for a deeply satisfying nosing experience. Silky caramels, bountiful fruits of ripe peach, stewed apple, orange pith, and pervasive smoke with elements of burnt tobacco. An abiding finish of smoke, dry spices, and banoffee pie sweetness. Close to perfection.Editor's Choice.WE93Wine EnthusiastFeatured as a blend of Johnnie Walker's rarest whiskies, this Scotch billows with sweet cigar smoke from the very first sip. Underneath that, look for vanilla, oak and dry cocoa, finishing dry and spicy with cigar wrapper, allspice and clove, plus a mouthwatering saline note.UPC/SKU: 088110070052",1.8999E2,44982,,
